"idt_ra","des_fase","des_turma","num_idade","num_inde","nam_pedra","num_iaa","num_ian","num_ieg","num_ips","num_ida","des_indicado","des_atingiu_pv","num_ipv","nam_fase_ideal","num_defasagem","num_ano"
RA-683,0.0,C,10,6.011,Ágata,7.9,5.0,5.0,7.5,4.0,Não,Não,8.083,Fase 2 (5º e 6º ano),-2,2022
RA-684,0.0,C,7,8.26,Topázio,9.5,10.0,7.5,8.1,9.3,Não,Não,7.917,ALFA  (2º e 3º ano),0,2022
RA-685,0.0,C,9,6.864,Ágata,9.0,5.0,6.2,5.0,8.0,Não,Não,7.833,Fase 1 (4º ano),-1,2022
RA-686,0.0,D,9,7.729,Ametista,7.5,5.0,8.6,8.1,8.8,Não,Não,8.083,Fase 1 (4º ano),-1,2022
RA-687,0.0,D,9,7.703,Ametista,8.5,5.0,9.0,8.1,8.3,Não,Não,8.0,Fase 1 (4º ano),-1,2022
RA-688,0.0,D,9,7.771,Ametista,8.5,5.0,9.7,7.5,7.9,Não,Não,7.917,Fase 1 (4º ano),-1,2022
RA-689,0.0,D,9,6.433,Ágata,7.4,5.0,7.9,5.6,5.8,Não,Não,6.667,Fase 1 (4º ano),-1,2022
RA-690,0.0,D,9,7.541,Ametista,9.5,5.0,9.5,7.5,7.0,Não,Não,7.417,Fase 1 (4º ano),-1,2022
RA-691,0.0,D,8,8.68,Topázio,10.0,10.0,9.2,8.1,9.4,Não,Não,7.917,ALFA  (2º e 3º ano),0,2022
RA-692,0.0,D,9,7.569,Ametista,9.5,5.0,8.9,8.1,6.9,Não,Não,7.917,Fase 1 (4º ano),-1,2022
RA-693,0.0,D,7,7.944,Ametista,9.5,10.0,9.8,8.1,5.7,Não,Não,7.667,ALFA  (2º e 3º ano),0,2022
RA-694,0.0,D,8,8.378,Topázio,10.0,10.0,9.0,8.1,8.1,Não,Não,7.917,ALFA  (2º e 3º ano),0,2022
RA-695,0.0,E,8,4.28,Quartzo,9.0,10.0,3.1,7.5,2.5,Não,Não,2.5,ALFA  (2º e 3º ano),0,2022
RA-696,0.0,E,9,7.441,Ametista,8.5,5.0,9.0,7.5,6.6,Não,Não,8.167,Fase 1 (4º ano),-1,2022
RA-697,0.0,E,11,7.675,Ametista,7.0,5.0,9.3,7.5,8.4,Não,Não,8.083,Fase 2 (5º e 6º ano),-2,2022
RA-698,0.0,E,9,7.44,Ametista,9.0,5.0,9.8,2.5,8.1,Não,Não,8.083,Fase 1 (4º ano),-1,2022
RA-699,0.0,E,9,6.658,Ágata,5.2,5.0,9.2,7.5,7.1,Não,Não,6.0,Fase 1 (4º ano),-1,2022
RA-700,0.0,F,9,7.738,Ametista,9.0,5.0,8.7,7.5,9.2,Não,Não,7.083,Fase 1 (4º ano),-1,2022
RA-701,0.0,F,10,7.755,Ametista,9.0,5.0,9.3,7.5,8.7,Não,Não,7.417,Fase 2 (5º e 6º ano),-2,2022
RA-702,0.0,F,8,7.387,Ametista,10.0,10.0,8.6,5.0,6.8,Não,Não,7.0,ALFA  (2º e 3º ano),0,2022
RA-703,0.0,F,10,6.099,Ágata,7.5,5.0,7.4,5.0,5.1,Não,Não,6.833,Fase 2 (5º e 6º ano),-2,2022
RA-704,0.0,F,10,6.741,Ágata,9.0,5.0,8.6,5.0,7.2,Não,Não,6.583,Fase 2 (5º e 6º ano),-2,2022
RA-705,0.0,F,10,6.634,Ágata,9.5,5.0,6.2,7.5,7.1,Não,Não,6.333,Fase 2 (5º e 6º ano),-2,2022
RA-706,0.0,F,10,7.659,Ametista,9.5,5.0,6.7,7.5,9.1,Não,Sim,8.417,Fase 2 (5º e 6º ano),-2,2022
RA-707,0.0,F,10,7.679,Ametista,10.0,5.0,8.1,6.9,8.5,Não,Não,8.083,Fase 2 (5º e 6º ano),-2,2022
RA-708,0.0,F,9,7.282,Ametista,8.0,5.0,8.4,7.5,7.3,Não,Não,7.583,Fase 1 (4º ano),-1,2022
RA-709,0.0,F,10,5.313,Quartzo,9.5,5.0,3.5,7.5,2.3,Não,Não,7.083,Fase 2 (5º e 6º ano),-2,2022
RA-710,0.0,G,10,7.285,Ametista,9.5,5.0,8.9,5.0,6.9,Não,Não,8.0,Fase 2 (5º e 6º ano),-2,2022
RA-711,0.0,G,9,6.04,Ágata,9.0,5.0,7.9,6.3,3.5,Não,Não,6.0,Fase 1 (4º ano),-1,2022
RA-712,0.0,G,11,6.026,Ágata,8.0,5.0,5.1,5.0,8.0,Não,Não,5.833,Fase 2 (5º e 6º ano),-2,2022
RA-713,0.0,G,9,7.42,Ametista,10.0,5.0,8.7,7.5,7.8,Não,Não,7.25,Fase 1 (4º ano),-1,2022
RA-714,0.0,G,11,6.953,Ágata,9.0,5.0,6.9,5.6,8.0,Não,Não,7.25,Fase 2 (5º e 6º ano),-2,2022
RA-715,0.0,G,9,6.656,Ágata,8.5,5.0,8.7,4.4,4.9,Não,Não,7.917,Fase 1 (4º ano),-1,2022
RA-716,0.0,G,9,6.525,Ágata,8.9,5.0,8.1,7.5,6.7,Não,Não,5.417,Fase 1 (4º ano),-1,2022
RA-717,0.0,G,10,6.832,Ágata,9.0,5.0,7.3,7.5,5.4,Não,Não,7.917,Fase 2 (5º e 6º ano),-2,2022
RA-718,0.0,G,8,8.093,Topázio,8.0,10.0,8.9,6.3,9.2,Não,Não,7.417,ALFA  (2º e 3º ano),0,2022
RA-719,0.0,G,10,5.552,Quartzo,9.0,5.0,4.6,7.5,4.2,Não,Não,6.083,Fase 2 (5º e 6º ano),-2,2022
RA-720,0.0,G,9,6.731,Ágata,8.0,5.0,5.9,7.5,7.6,Não,Não,7.083,Fase 1 (4º ano),-1,2022
RA-721,0.0,G,8,7.973,Ametista,9.5,10.0,8.1,7.5,7.6,Não,Não,7.917,ALFA  (2º e 3º ano),0,2022
RA-722,0.0,G,9,7.41,Ametista,10.0,5.0,8.1,4.4,8.1,Não,Não,8.333,Fase 1 (4º ano),-1,2022
RA-723,0.0,H,8,7.426,Ametista,10.0,10.0,6.6,8.1,5.5,Não,Não,8.167,ALFA  (2º e 3º ano),0,2022
RA-724,0.0,H,8,6.931,Ágata,9.5,10.0,5.9,5.6,5.6,Não,Não,8.0,ALFA  (2º e 3º ano),0,2022
RA-725,0.0,H,8,6.33,Ágata,8.0,10.0,5.9,8.1,5.0,Não,Não,5.5,ALFA  (2º e 3º ano),0,2022
RA-726,0.0,H,7,6.985,Ágata,10.0,10.0,7.5,7.5,4.4,Não,Não,6.583,ALFA  (2º e 3º ano),0,2022
RA-727,0.0,H,8,7.736,Ametista,9.0,10.0,7.7,8.1,8.4,Não,Não,6.75,ALFA  (2º e 3º ano),0,2022
RA-728,0.0,H,8,8.244,Topázio,9.5,10.0,7.3,8.1,9.1,Não,Não,8.167,ALFA  (2º e 3º ano),0,2022
RA-729,0.0,H,8,8.155,Topázio,10.0,10.0,8.7,8.1,8.1,Não,Não,7.25,ALFA  (2º e 3º ano),0,2022
RA-730,0.0,I,10,7.902,Ametista,10.0,5.0,8.2,8.8,8.3,Não,Não,8.25,Fase 2 (5º e 6º ano),-2,2022
RA-731,0.0,I,10,7.151,Ametista,9.0,5.0,8.5,6.9,7.3,Não,Não,7.083,Fase 2 (5º e 6º ano),-2,2022
RA-732,0.0,I,9,7.347,Ametista,9.0,5.0,7.9,8.8,7.2,Não,Não,7.5,Fase 1 (4º ano),-1,2022
RA-733,0.0,J,9,6.684,Ágata,9.5,5.0,8.5,5.6,5.1,Não,Não,6.917,Fase 1 (4º ano),-1,2022
RA-734,0.0,J,10,6.952,Ágata,9.5,5.0,7.2,5.6,7.3,Não,Não,7.417,Fase 2 (5º e 6º ano),-2,2022
RA-735,0.0,J,10,7.485,Ametista,9.0,5.0,9.0,5.6,7.3,Não,Sim,8.583,Fase 2 (5º e 6º ano),-2,2022
RA-736,0.0,J,10,6.707,Ágata,9.0,5.0,8.5,5.6,5.4,Não,Não,7.0,Fase 2 (5º e 6º ano),-2,2022
RA-737,0.0,J,9,8.058,Ametista,9.5,5.0,9.2,5.6,9.0,Não,Sim,9.167,Fase 1 (4º ano),-1,2022
RA-738,0.0,J,8,7.227,Ametista,8.5,10.0,8.1,5.6,5.7,Não,Não,7.5,ALFA  (2º e 3º ano),0,2022
RA-739,0.0,J,8,6.82,Ágata,6.4,10.0,7.3,5.6,5.9,Não,Não,7.083,ALFA  (2º e 3º ano),0,2022
RA-740,0.0,J,9,7.218,Ametista,8.5,5.0,9.0,5.6,7.2,Não,Não,7.5,Fase 1 (4º ano),-1,2022
RA-741,0.0,J,10,6.896,Ágata,9.5,5.0,8.4,5.6,6.3,Não,Não,7.417,Fase 2 (5º e 6º ano),-2,2022
RA-742,0.0,J,9,7.097,Ametista,8.5,5.0,8.7,5.0,7.3,Não,Não,7.5,Fase 1 (4º ano),-1,2022
RA-743,0.0,J,9,6.672,Ágata,10.0,5.0,7.9,5.6,4.8,Não,Não,7.5,Fase 1 (4º ano),-1,2022
RA-744,0.0,J,8,7.742,Ametista,9.5,10.0,9.7,5.6,6.2,Não,Não,7.5,ALFA  (2º e 3º ano),0,2022
RA-745,0.0,J,9,7.382,Ametista,9.0,5.0,8.5,5.6,8.1,Não,Não,7.75,Fase 1 (4º ano),-1,2022
RA-746,0.0,J,8,7.656,Ametista,8.0,10.0,9.1,5.6,7.2,Não,Não,7.417,ALFA  (2º e 3º ano),0,2022
RA-747,0.0,K,11,7.676,Ametista,10.0,5.0,7.6,7.5,8.8,Sim,Não,7.917,Fase 2 (5º e 6º ano),-2,2022
RA-748,0.0,K,9,8.084,Topázio,10.0,5.0,9.0,7.5,9.1,Sim,Não,8.25,Fase 1 (4º ano),-1,2022
RA-749,0.0,K,9,7.484,Ametista,9.5,5.0,7.7,7.5,8.8,Não,Não,7.25,Fase 1 (4º ano),-1,2022
RA-750,0.0,K,10,6.344,Ágata,9.5,5.0,8.9,4.4,6.8,Não,Não,5.167,Fase 2 (5º e 6º ano),-2,2022
RA-751,0.0,K,11,5.246,Quartzo,8.5,5.0,5.8,7.5,3.8,Não,Não,6.167,Fase 2 (5º e 6º ano),-2,2022
RA-752,0.0,K,11,8.197,Topázio,10.0,5.0,9.0,7.5,9.5,Sim,Sim,8.417,Fase 2 (5º e 6º ano),-2,2022
RA-753,0.0,K,8,8.481,Topázio,9.5,10.0,8.6,7.5,9.1,Sim,Sim,8.417,ALFA  (2º e 3º ano),0,2022
RA-754,0.0,K,9,6.602,Ágata,10.0,5.0,5.8,4.4,7.9,Não,Não,6.917,Fase 1 (4º ano),-1,2022
RA-755,0.0,K,8,8.566,Topázio,9.5,10.0,9.2,6.9,9.5,Sim,Não,8.083,ALFA  (2º e 3º ano),0,2022
RA-756,0.0,K,9,6.976,Ágata,10.0,5.0,7.9,7.5,5.7,Não,Não,7.25,Fase 1 (4º ano),-1,2022
RA-757,0.0,K,9,8.26,Topázio,9.5,5.0,9.3,7.5,9.7,Sim,Sim,8.5,Fase 1 (4º ano),-1,2022
RA-758,0.0,L,9,7.911,Ametista,9.0,5.0,9.1,7.5,8.1,Não,Não,8.333,Fase 1 (4º ano),-1,2022
RA-759,0.0,L,10,7.563,Ametista,9.0,5.0,8.6,7.5,7.5,Não,Não,7.833,Fase 2 (5º e 6º ano),-2,2022
RA-760,0.0,L,11,8.172,Topázio,9.0,5.0,9.2,7.5,8.8,Não,Sim,8.917,Fase 2 (5º e 6º ano),-2,2022
RA-761,0.0,L,9,8.06,Topázio,10.0,5.0,9.4,7.5,8.2,Não,Não,8.25,Fase 1 (4º ano),-1,2022
RA-762,0.0,L,12,7.28,Ametista,10.0,2.5,9.7,7.5,6.7,Não,Não,7.083,Fase 3 (7º e 8º ano),-3,2022
RA-763,0.0,L,10,7.402,Ametista,9.5,5.0,9.7,7.5,6.5,Não,Não,7.167,Fase 2 (5º e 6º ano),-2,2022
RA-764,0.0,L,8,8.004,Ametista,9.0,10.0,8.8,7.5,7.5,Não,Não,7.667,ALFA  (2º e 3º ano),0,2022
RA-765,0.0,L,9,6.902,Ágata,8.5,5.0,9.3,7.5,4.3,Não,Não,7.417,Fase 1 (4º ano),-1,2022
RA-766,0.0,L,11,8.185,Topázio,10.0,5.0,9.5,7.5,8.7,Não,Não,8.333,Fase 2 (5º e 6º ano),-2,2022
RA-767,0.0,L,10,7.511,Ametista,9.5,5.0,9.0,7.5,7.0,Não,Não,7.583,Fase 2 (5º e 6º ano),-2,2022
RA-768,0.0,L,10,7.646,Ametista,9.0,5.0,10.0,7.5,7.1,Não,Não,7.583,Fase 2 (5º e 6º ano),-2,2022
RA-769,0.0,M,9,7.598,Ametista,10.0,5.0,7.5,7.5,7.9,Sim,Sim,8.5,Fase 1 (4º ano),-1,2022
RA-770,0.0,M,7,8.143,Topázio,9.5,10.0,8.9,7.5,8.3,Não,Não,7.333,ALFA  (2º e 3º ano),0,2022
RA-771,0.0,M,7,7.873,Ametista,10.0,10.0,8.3,7.5,7.0,Não,Não,7.5,ALFA  (2º e 3º ano),0,2022
RA-772,0.0,M,11,6.994,Ágata,9.0,5.0,5.4,7.5,9.2,Não,Não,7.25,Fase 2 (5º e 6º ano),-2,2022
RA-773,0.0,M,9,6.922,Ágata,10.0,5.0,6.8,5.0,8.1,Não,Não,7.083,Fase 1 (4º ano),-1,2022
RA-774,0.0,M,8,7.587,Ametista,10.0,10.0,7.8,7.5,6.1,Não,Não,7.417,ALFA  (2º e 3º ano),0,2022
RA-775,0.0,N,10,5.79,Quartzo,7.9,5.0,5.7,4.4,5.7,Não,Não,6.417,Fase 2 (5º e 6º ano),-2,2022
RA-776,0.0,N,9,3.898,Quartzo,0.0,5.0,4.3,4.4,1.7,Não,Não,6.333,Fase 1 (4º ano),-1,2022
RA-777,0.0,N,8,7.096,Ametista,8.0,10.0,7.7,7.5,5.3,Não,Não,7.0,ALFA  (2º e 3º ano),0,2022
RA-778,0.0,N,9,7.432,Ametista,10.0,5.0,6.7,7.5,7.1,Não,Sim,8.833,Fase 1 (4º ano),-1,2022
RA-779,0.0,N,10,5.702,Quartzo,9.5,5.0,5.0,7.5,2.6,Não,Não,7.083,Fase 2 (5º e 6º ano),-2,2022
RA-780,0.0,N,9,6.955,Ágata,8.0,5.0,7.6,7.5,6.9,Não,Não,7.167,Fase 1 (4º ano),-1,2022
RA-781,0.0,N,9,7.786,Ametista,10.0,5.0,8.9,7.5,8.3,Não,Não,7.75,Fase 1 (4º ano),-1,2022
RA-782,0.0,N,8,7.485,Ametista,9.5,10.0,8.4,7.5,6.0,Não,Não,7.0,ALFA  (2º e 3º ano),0,2022
RA-783,0.0,N,8,6.996,Ágata,9.5,10.0,5.8,7.5,6.0,Não,Não,6.917,ALFA  (2º e 3º ano),0,2022
RA-784,0.0,O,9,8.34,Topázio,9.5,5.0,10.0,7.5,8.2,Não,Sim,9.25,Fase 1 (4º ano),-1,2022
RA-785,0.0,O,9,7.642,Ametista,9.0,5.0,8.6,7.5,8.4,Não,Não,7.667,Fase 1 (4º ano),-1,2022
RA-786,0.0,O,11,7.004,Ágata,9.0,5.0,9.5,5.6,6.1,Não,Não,7.167,Fase 2 (5º e 6º ano),-2,2022
RA-787,0.0,O,8,7.205,Ametista,8.5,10.0,9.5,7.5,3.4,Não,Não,7.25,ALFA  (2º e 3º ano),0,2022
RA-788,0.0,O,8,8.264,Topázio,10.0,10.0,9.3,5.6,8.0,Não,Sim,8.667,ALFA  (2º e 3º ano),0,2022
RA-789,0.0,O,7,7.405,Ametista,9.0,10.0,9.4,7.5,4.2,Não,Não,7.417,ALFA  (2º e 3º ano),0,2022
RA-790,0.0,O,11,7.504,Ametista,9.0,5.0,8.9,7.5,7.8,Não,Não,7.417,Fase 2 (5º e 6º ano),-2,2022
RA-791,0.0,O,11,7.507,Ametista,9.5,5.0,8.7,7.5,6.5,Não,Sim,8.5,Fase 2 (5º e 6º ano),-2,2022
RA-792,0.0,O,9,7.025,Ágata,9.5,5.0,8.0,7.5,6.2,Não,Não,7.167,Fase 1 (4º ano),-1,2022
RA-793,0.0,O,10,6.894,Ágata,9.5,5.0,7.6,7.5,6.0,Não,Não,7.333,Fase 2 (5º e 6º ano),-2,2022
RA-794,0.0,O,8,7.335,Ametista,9.5,10.0,8.9,7.5,4.1,Não,Não,7.333,ALFA  (2º e 3º ano),0,2022
RA-795,0.0,O,8,8.064,Topázio,9.0,10.0,9.7,7.5,7.3,Não,Não,7.333,ALFA  (2º e 3º ano),0,2022
RA-796,0.0,Q,10,7.232,Ametista,9.5,5.0,9.3,7.5,5.4,Não,Não,7.667,Fase 2 (5º e 6º ano),-2,2022
RA-797,0.0,Q,10,7.217,Ametista,9.0,5.0,8.5,7.5,7.3,Não,Não,7.5,Fase 2 (5º e 6º ano),-2,2022
RA-798,0.0,Q,10,7.049,Ametista,8.0,5.0,8.3,7.5,6.3,Não,Não,7.667,Fase 2 (5º e 6º ano),-2,2022
RA-799,0.0,Q,10,7.676,Ametista,8.0,5.0,9.6,7.5,7.8,Não,Não,7.917,Fase 2 (5º e 6º ano),-2,2022
RA-800,0.0,Q,8,6.818,Ágata,8.0,10.0,5.4,7.5,6.1,Não,Não,7.5,ALFA  (2º e 3º ano),0,2022
RA-801,0.0,Q,9,6.644,Ágata,7.0,5.0,6.6,7.5,6.8,Não,Não,7.5,Fase 1 (4º ano),-1,2022
RA-802,0.0,Q,9,7.831,Ametista,9.0,5.0,9.0,7.5,8.3,Não,Não,8.333,Fase 1 (4º ano),-1,2022
RA-803,0.0,Q,10,6.98,Ágata,10.0,5.0,7.2,7.5,6.3,Não,Não,7.417,Fase 2 (5º e 6º ano),-2,2022
RA-804,0.0,Q,10,6.848,Ágata,10.0,5.0,8.4,6.3,4.8,Não,Não,7.667,Fase 2 (5º e 6º ano),-2,2022
RA-805,0.0,R,8,8.279,Topázio,9.5,10.0,9.0,7.5,8.8,Não,Não,7.333,ALFA  (2º e 3º ano),0,2022
RA-806,0.0,R,8,7.561,Ametista,9.5,10.0,7.3,7.5,6.6,Não,Não,7.917,ALFA  (2º e 3º ano),0,2022
RA-807,0.0,R,8,8.121,Topázio,9.5,10.0,8.7,6.3,9.0,Não,Não,7.5,ALFA  (2º e 3º ano),0,2022
RA-808,0.0,R,8,8.361,Topázio,10.0,10.0,9.1,6.3,9.3,Não,Não,8.0,ALFA  (2º e 3º ano),0,2022
RA-809,0.0,R,7,7.259,Ametista,10.0,10.0,6.6,6.3,6.3,Não,Não,7.417,ALFA  (2º e 3º ano),0,2022
RA-810,0.0,R,8,7.887,Ametista,8.5,10.0,9.1,5.0,9.6,Não,Não,7.25,ALFA  (2º e 3º ano),0,2022
RA-811,0.0,R,9,6.575,Ágata,8.9,5.0,5.7,5.6,7.3,Não,Não,7.667,Fase 1 (4º ano),-1,2022
RA-812,0.0,R,8,7.497,Ametista,9.0,10.0,8.1,5.6,7.4,Não,Não,7.333,ALFA  (2º e 3º ano),0,2022
RA-813,0.0,S,8,7.093,Ametista,9.5,10.0,6.5,6.9,6.0,Não,Não,7.417,ALFA  (2º e 3º ano),0,2022
RA-814,0.0,S,9,7.592,Ametista,8.9,5.0,9.0,6.9,7.5,Não,Sim,8.417,Fase 1 (4º ano),-1,2022
RA-815,0.0,S,9,6.81,Ágata,10.0,5.0,7.9,5.6,6.5,Não,Não,7.0,Fase 1 (4º ano),-1,2022
RA-816,0.0,S,9,8.513,Topázio,10.0,5.0,9.3,7.5,9.6,Sim,Sim,9.417,Fase 1 (4º ano),-1,2022
RA-817,0.0,S,8,7.819,Ametista,10.0,10.0,8.7,6.3,7.1,Não,Não,7.417,ALFA  (2º e 3º ano),0,2022
RA-818,0.0,S,7,7.483,Ametista,9.5,10.0,7.3,7.5,6.2,Não,Não,7.5,ALFA  (2º e 3º ano),0,2022
RA-819,0.0,S,8,7.741,Ametista,10.0,10.0,7.9,7.5,7.3,Não,Não,7.333,ALFA  (2º e 3º ano),0,2022
RA-820,0.0,T,9,7.417,Ametista,9.5,5.0,10.0,6.9,6.0,Não,Não,7.583,Fase 1 (4º ano),-1,2022
RA-821,0.0,T,10,6.342,Ágata,9.0,5.0,7.0,7.5,4.6,Não,Não,6.917,Fase 2 (5º e 6º ano),-2,2022
RA-822,0.0,T,10,6.922,Ágata,8.0,5.0,8.4,7.5,6.1,Não,Não,7.083,Fase 2 (5º e 6º ano),-2,2022
RA-823,0.0,T,10,5.989,Quartzo,10.0,5.0,6.0,7.5,2.8,Não,Não,7.167,Fase 2 (5º e 6º ano),-2,2022
RA-824,0.0,T,8,6.799,Ágata,10.0,10.0,4.4,6.9,6.0,Não,Não,7.333,ALFA  (2º e 3º ano),0,2022
RA-825,0.0,T,9,7.25,Ametista,7.5,5.0,8.2,6.9,7.6,Não,Não,7.917,Fase 1 (4º ano),-1,2022
RA-826,0.0,U,8,7.776,Ametista,9.5,10.0,9.6,7.5,5.4,Não,Não,7.5,ALFA  (2º e 3º ano),0,2022
RA-827,0.0,U,10,7.412,Ametista,9.5,5.0,7.0,7.5,7.6,Não,Sim,8.667,Fase 2 (5º e 6º ano),-2,2022
RA-828,0.0,U,9,7.139,Ametista,9.5,5.0,7.1,7.5,6.9,Não,Não,7.833,Fase 1 (4º ano),-1,2022
RA-829,0.0,U,8,8.003,Ametista,9.0,10.0,8.6,7.5,7.8,Não,Não,7.5,ALFA  (2º e 3º ano),0,2022
RA-830,0.0,U,9,7.234,Ametista,10.0,5.0,8.6,7.5,6.0,Não,Não,7.5,Fase 1 (4º ano),-1,2022
RA-831,0.0,U,9,7.41,Ametista,9.5,5.0,9.2,7.5,7.2,Não,Não,7.167,Fase 1 (4º ano),-1,2022
RA-832,0.0,U,9,8.179,Topázio,10.0,5.0,9.2,7.5,8.8,Não,Sim,8.833,Fase 1 (4º ano),-1,2022
RA-833,0.0,U,9,7.791,Ametista,10.0,5.0,9.5,7.5,7.8,Não,Não,7.583,Fase 1 (4º ano),-1,2022
RA-834,0.0,U,9,8.136,Topázio,9.0,5.0,9.0,7.5,9.0,Não,Sim,9.083,Fase 1 (4º ano),-1,2022
RA-835,0.0,V,8,7.263,Ametista,6.9,10.0,7.3,7.5,7.5,Não,Não,6.667,ALFA  (2º e 3º ano),0,2022
RA-836,0.0,V,9,7.665,Ametista,8.5,5.0,8.3,7.5,9.2,Não,Não,7.583,Fase 1 (4º ano),-1,2022
RA-837,0.0,V,8,8.207,Topázio,8.5,10.0,9.0,7.5,8.8,Não,Não,7.5,ALFA  (2º e 3º ano),0,2022
RA-838,0.0,V,9,7.461,Ametista,10.0,5.0,7.4,7.5,6.3,Sim,Sim,9.417,Fase 1 (4º ano),-1,2022
RA-839,0.0,V,9,5.198,Quartzo,0.0,5.0,5.1,7.5,5.4,Não,Não,6.583,Fase 1 (4º ano),-1,2022
RA-840,0.0,V,8,7.875,Ametista,9.0,10.0,8.2,7.5,7.8,Não,Não,7.5,ALFA  (2º e 3º ano),0,2022
RA-841,0.0,V,11,7.3,Ametista,8.5,5.0,8.5,7.5,7.2,Não,Não,7.5,Fase 2 (5º e 6º ano),-2,2022
RA-842,0.0,Y,8,7.952,Ametista,7.5,10.0,8.3,7.5,9.1,Não,Não,8.25,ALFA  (2º e 3º ano),0,2022
RA-843,0.0,Y,8,8.538,Topázio,8.5,10.0,9.0,7.5,9.2,Sim,Sim,8.417,ALFA  (2º e 3º ano),0,2022
RA-844,0.0,Y,8,6.253,Ágata,0.0,10.0,5.0,8.1,5.9,Sim,Não,8.333,ALFA  (2º e 3º ano),0,2022
RA-845,0.0,Y,8,8.491,Topázio,10.0,10.0,8.8,7.5,8.7,Não,Sim,8.417,ALFA  (2º e 3º ano),0,2022
RA-846,0.0,Y,7,7.412,Ametista,9.0,10.0,7.2,7.5,5.9,Não,Não,7.917,ALFA  (2º e 3º ano),0,2022
RA-847,0.0,Y,9,6.839,Ágata,7.9,5.0,8.2,4.4,7.7,Não,Não,7.417,Fase 1 (4º ano),-1,2022
RA-848,0.0,Y,9,7.488,Ametista,9.5,5.0,7.0,7.5,9.0,Não,Não,7.833,Fase 1 (4º ano),-1,2022
RA-849,0.0,Y,9,7.369,Ametista,8.5,5.0,8.3,7.5,9.1,Não,Não,7.417,Fase 1 (4º ano),-1,2022
RA-850,0.0,Y,8,7.641,Ametista,10.0,10.0,7.3,7.5,8.5,Não,Não,7.167,ALFA  (2º e 3º ano),0,2022
RA-851,0.0,Y,8,7.515,Ametista,9.0,10.0,7.9,7.5,8.3,Não,Não,6.583,ALFA  (2º e 3º ano),0,2022
RA-852,0.0,Z,7,5.666,Quartzo,9.0,10.0,6.8,5.0,2.1,Não,Não,5.5,ALFA  (2º e 3º ano),0,2022
RA-853,0.0,Z,8,8.616,Topázio,10.0,10.0,9.6,7.5,8.5,Não,Sim,8.5,ALFA  (2º e 3º ano),0,2022
RA-854,0.0,Z,8,8.098,Topázio,8.0,10.0,9.0,7.5,9.3,Não,Não,7.167,ALFA  (2º e 3º ano),0,2022
RA-855,0.0,Z,9,8.453,Topázio,10.0,5.0,9.6,7.5,9.7,Não,Sim,9.0,Fase 1 (4º ano),-1,2022
RA-856,0.0,Z,7,8.398,Topázio,10.0,10.0,9.1,7.5,8.4,Não,Não,8.0,ALFA  (2º e 3º ano),0,2022
RA-857,0.0,Z,9,8.154,Topázio,8.5,5.0,8.9,7.5,9.5,Não,Sim,9.083,Fase 1 (4º ano),-1,2022
RA-858,0.0,Z,7,7.523,Ametista,10.0,10.0,7.1,5.6,7.7,Não,Não,7.333,ALFA  (2º e 3º ano),0,2022
RA-859,0.0,Z,7,8.325,Topázio,8.5,10.0,8.7,7.5,8.9,Não,Não,8.25,ALFA  (2º e 3º ano),0,2022
RA-860,0.0,Z,7,8.136,Topázio,9.5,10.0,8.5,7.5,8.1,Não,Não,7.75,ALFA  (2º e 3º ano),0,2022
RA-861,0.0,ALFA A - G0/G1,8,9.31095,Topázio,9.5,10.0,10.0,8.13,9.6,"","",8.92,ALFA (1° e 2° ano),0,2023
RA-862,0.0,ALFA A - G0/G1,9,8.2212,Topázio,8.5,5.0,9.1,8.14,8.9,"","",8.585,Fase 1 (3° e 4° ano),-1,2023
RA-863,0.0,ALFA A - G0/G1,7,5.92975,Quartzo,0.0,10.0,7.6,3.14,6.3,"","",6.26,ALFA (1° e 2° ano),0,2023
RA-864,0.0,ALFA A - G0/G1,8,7.034,Ametista,0.0,10.0,7.6,8.14,6.3,"","",8.5,ALFA (1° e 2° ano),0,2023
RA-865,0.0,ALFA A - G0/G1,8,8.1552,Topázio,8.5,10.0,8.7,7.52,7.4,"","",7.915,ALFA (1° e 2° ano),0,2023
RA-866,0.0,ALFA A - G0/G1,7,7.679,Ametista,0.0,10.0,8.3,8.76,8.6,"","",8.415,ALFA (1° e 2° ano),0,2023
RA-867,0.0,ALFA A - G0/G1,8,8.6992,Topázio,9.0,10.0,8.6,8.76,8.9,"","",8.415,ALFA (1° e 2° ano),0,2023
RA-868,0.0,ALFA A - G0/G1,7,8.63895,Topázio,10.0,10.0,9.5,8.76,7.1,"","",8.67,ALFA (1° e 2° ano),0,2023
RA-869,0.0,ALFA A - G0/G1,8,9.2587,Topázio,9.0,10.0,10.0,8.76,9.6,"","",8.75,ALFA (1° e 2° ano),0,2023
RA-870,0.0,ALFA A - G0/G1,9,4.909,Quartzo,0.0,5.0,8.5,8.76,1.5,"","",5.165,Fase 1 (3° e 4° ano),-1,2023
RA-871,0.0,ALFA B - G2/G3,9,6.8617,Ágata,9.0,5.0,9.5,3.76,6.9,"","",6.84,Fase 1 (3° e 4° ano),-1,2023
RA-872,0.0,ALFA B - G2/G3,10,5.267,Quartzo,0.0,5.0,6.7,2.52,4.3,"","",8.5,Fase 2 (5° e 6° ano),-2,2023
